19.8,0.295
21.4,0.303
0.0,0.307
0.0,0.303
0.0,0.304
0.0,0.31
7.2,0.304
3.6,0.309
0.0,0.307
0.0,0.307
0.0,0.313
3.6,0.314
0.0,0.311
0.0,0.309
42.2,0.31
14.0,0.475
0.0,0.355
0.0,0.326
0.0,0.315
0.0,0.307
0.0,0.302
0.0,0.308
0.0,0.311
0.0,0.313
0.0,0.314
0.0,0.313
0.0,0.314
1.2,0.315
0.0,0.313
0.0,0.311
0.0,0.308
0.0,0.305
0.0,0.301
0.0,0.216
0.0,0.204
0.0,0.203
0.0,0.203
0.0,0.204
0.0,0.206
0.0,0.205
0.0,0.201
0.0,0.199
11.0,0.199
0.2,0.2
0.2,0.201
17.2,0.201
0.2,0.201
30.8,0.201
4.6,0.2
0.0,0.199
0.2,0.196
0.0,0.195
0.0,0.198
0.0,0.198
9.8,0.199
0.0,0.201
3.2,0.2
0.0,0.199
0.0,0.199
0.0,0.199
0.0,0.199
0.0,0.197
0.0,0.196
0.0,0.196
0.0,0.197
0.0,0.197
0.0,0.195
0.0,0.196
0.0,0.198
0.0,0.199
8.6,0.2
0.0,0.202
0.0,0.2
15.4,0.198
19.8,0.199
0.0,0.2
61.8,0.469
2.6,0.765
0.0,0.312
0.0,0.238
0.0,0.229
1.4,0.224
0.2,0.223
0.0,0.223
0.0,0.222
0.0,0.22
0.0,0.218
1.6,0.218
2.2,0.204
11.0,0.2
0.4,0.2
3.6,0.2
0.0,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.0,0.2
0.0,0.2
0.0,0.196
0.0,0.195
0.0,0.198
0.0,0.207
0.0,0.207
0.0,0.207
0.0,0.207
0.0,0.207
0.0,0.207
3.6,0.207
0.0,0.207
0.0,0.207
0.0,0.207
0.0,0.207
0.0,0.2
0.2,0.196
0.0,0.196
0.0,0.196
0.0,0.196
0.0,0.196
0.2,0.196
5.0,0.196
0.0,0.202
0.0,0.209
0.0,0.209
0.0,0.209
0.0,0.209
0.2,0.21
0.0,0.21
0.0,0.21
0.0,0.21
0.0,0.209
0.0,0.207
0.0,0.206
0.0,0.207
28.0,0.211
0.2,0.211
0.0,0.21
0.0,0.21
0.0,0.211
0.0,0.21
9.4,0.211
0.0,0.213
0.2,0.212
0.0,0.212
0.0,0.213
0.0,0.211
0.0,0.211
0.0,0.211
0.0,0.21
0.0,0.211
5.8,0.211
0.4,0.211
0.0,0.211
0.0,0.211
0.0,0.211
0.0,0.211
0.0,0.211
0.0,0.21
0.0,0.211
0.0,0.21
0.0,0.21
0.0,0.209
0.0,0.21
0.0,0.21
0.0,0.21
0.0,0.211
0.0,0.211
0.0,0.211
0.0,0.211
0.0,0.21
0.0,0.21
0.0,0.202
0.0,0.177
0.0,0.173
0.0,0.202
0.0,0.207
0.0,0.21
0.0,0.21
0.0,0.208
0.0,0.209
0.0,0.209
0.0,0.209
0.0,0.204
0.0,0.205
1.2,0.209
0.0,0.208
0.2,0.204
0.0,0.19
0.2,0.19
0.0,0.202
0.0,0.2
0.0,0.183
0.0,0.132
0.0,0.139
0.0,0.149
0.0,0.164
0.0,0.193
0.0,0.207
0.0,0.208
0.0,0.212
0.0,0.211
0.0,0.204
1.8,0.209
1.8,0.212
10.4,0.21
17.8,0.211
0.2,0.208
0.0,0.211
0.0,0.208
0.0,0.208
0.0,0.207
0.0,0.207
0.0,0.208
0.0,0.208
2.2,0.207
0.2,0.208
0.4,0.207
0.6,0.207
0.2,0.206
0.0,0.206
0.0,0.206
0.0,0.206
0.0,0.206
0.0,0.206
0.0,0.206
0.0,0.205
38.8,0.206
46.2,0.207
0.0,0.207
0.0,0.207
0.4,0.207
0.2,0.203
0.2,0.201
0.2,0.201
0.0,0.2
8.6,0.2
16.2,0.2
0.4,0.203
0.0,0.21
0.2,0.207
0.0,0.206
0.0,0.205
0.0,0.205
0.0,0.205
0.0,0.205
0.0,0.205
0.0,0.204
0.0,0.204
0.0,0.204
0.0,0.204
0.0,0.204
0.0,0.203
0.0,0.2
0.0,0.198
0.0,0.197
0.0,0.199
0.0,0.2
0.0,0.198
0.0,0.197
0.0,0.196
0.0,0.196
0.0,0.195
0.0,0.194
0.0,0.194
0.0,0.194
0.0,0.192
0.0,0.192
0.4,0.191
0.2,0.192
0.0,0.192
0.0,0.192
5.8,0.191
8.4,0.191
11.4,0.191
0.2,0.191
0.0,0.19
0.0,0.19
8.4,0.191
0.2,0.189
0.0,0.187
5.6,0.186
0.2,0.186
0.2,0.186
9.2,0.187
4.8,0.187
2.6,0.187
0.2,0.187
0.0,0.19
0.0,0.192
0.0,0.193
0.0,0.193
0.0,0.194
0.0,0.194
0.0,0.194
0.0,0.193
0.0,0.194
0.0,0.194
0.0,0.196
0.0,0.196
0.0,0.194
11.2,0.193
0.0,0.194
0.0,0.193
0.0,0.194
0.0,0.195
0.0,0.196
0.0,0.196
0.0,0.196
0.0,0.196
0.0,0.196
0.0,0.196
0.0,0.196
0.0,0.196
0.0,0.196
0.0,0.196
0.0,0.195
0.0,0.192
0.0,0.191
0.0,0.19
0.0,0.189
0.0,0.188
0.0,0.186
0.0,0.187
0.6,0.186
19.8,0.19
0.2,0.192
0.0,0.192
0.0,0.188
0.0,0.187
2.6,0.186
4.2,0.186
6.2,0.185
0.0,0.184
0.0,0.184
0.8,0.185
0.4,0.183
0.2,0.182
20.6,0.182
9.8,0.183
7.0,0.184
0.4,0.183
0.0,0.183
0.0,0.183
0.0,0.183
4.2,0.182
6.4,0.181
0.2,0.182
0.4,0.181
1.4,0.18
0.0,0.181
0.0,0.181
0.0,0.18
0.0,0.181
0.0,0.181
0.0,0.181
0.0,0.18
0.0,0.18
0.0,0.179
0.0,0.176
0.0,0.173
0.0,0.18
0.0,0.183
0.0,0.184
2.6,0.182
0.0,0.179
0.0,0.178
0.0,0.184
0.0,0.182
0.0,0.18
0.2,0.177
0.0,0.175
0.0,0.177
0.0,0.176
0.0,0.166
0.0,0.174
0.0,0.174
0.0,0.162
10.6,0.168
0.0,0.168
0.0,0.169
1.2,0.169
0.0,0.16
0.0,0.133
0.0,0.128
0.0,0.128
5.4,0.128
7.2,0.128
0.0,0.128
0.0,0.128
1.6,0.128
5.8,0.128
0.2,0.128
0.0,0.128
0.0,0.128
2.6,0.128
0.0,0.128
2.6,0.128
0.2,0.128
0.8,0.128
3.0,0.128
0.0,0.128
0.0,0.128
0.0,0.128
0.0,0.128
0.0,0.128
0.0,0.128
0.0,0.128
0.0,0.128
0.0,0.128
0.0,0.128
0.0,0.128
3.6,0.128
27.2,0.128
0.2,0.128
0.0,0.128
0.0,0.128
0.0,0.128
0.0,0.128
0.6,0.128
19.8,0.128
1.6,0.128
0.2,0.128
0.0,0.128
0.0,0.128
0.0,0.128
0.0,0.128
0.0,0.128
0.0,0.128
26.2,0.128
0.0,0.128
0.2,0.128
0.0,0.128
0.0,0.128
0.0,0.128
0.6,0.128
8.2,0.128
1.2,0.128
5.6,0.128
5.6,0.128
0.0,0.128
0.0,0.128
2.2,0.128
6.8,0.128
0.0,0.128
0.0,0.128
0.0,0.128
0.0,0.128
0.0,0.128
0.0,0.128
0.0,0.128
0.0,0.128
0.0,0.128
0.0,0.128
12.2,0.128
10.2,0.128
19.6,0.128
8.4,0.128
0.2,0.128
0.0,0.128
0.0,0.128
0.0,0.128
0.0,0.128
30.0,0.128
25.4,0.128
0.2,0.128
0.0,0.128
0.0,0.128
0.0,0.128
0.0,0.129
0.0,0.161
0.0,0.171
0.0,0.17
0.0,0.172
0.0,0.176
0.0,0.176
0.2,0.175
0.2,0.174
0.6,0.174
0.0,0.174
0.0,0.174
0.0,0.174
0.0,0.174
0.0,0.174
0.0,0.174
0.0,0.174
0.0,0.174
0.0,0.174
0.0,0.174
0.0,0.174
0.0,0.174
0.0,0.174
0.0,0.174
0.0,0.174
0.0,0.174
0.0,0.176
0.0,0.175
0.0,0.175
0.0,0.175
0.0,0.175
0.0,0.175
0.0,0.175
0.0,0.175
0.0,0.175
0.0,0.175
0.0,0.175
0.0,0.174
0.0,0.174
0.0,0.173
0.0,0.173
0.0,0.173
0.0,0.173
0.0,0.173
0.0,0.173
0.0,0.171
0.0,0.166
0.0,0.166
0.0,0.166
0.0,0.166
0.0,0.166
0.0,0.166
0.0,0.166
0.0,0.166
0.0,0.166
0.0,0.166
0.0,0.166
0.0,0.166
0.0,0.166
0.0,0.166
0.0,0.166
0.0,0.166
0.0,0.166
0.0,0.166
0.0,0.166
0.0,0.166
0.0,0.178
0.0,0.177
0.0,0.177
0.0,0.176
0.0,0.176
0.0,0.173
0.0,0.172
0.0,0.172
0.0,0.172
0.0,0.172
0.0,0.172
0.0,0.172
0.0,0.172
0.0,0.172
0.0,0.172
0.0,0.172
0.0,0.172
0.0,0.172
0.0,0.18
0.0,0.183
0.0,0.184
0.0,0.184
0.0,0.184
0.0,0.183
0.0,0.183
0.0,0.183
0.0,0.183
0.0,0.183
0.0,0.183
0.0,0.183
0.0,0.183
0.0,0.184
0.0,0.184
0.0,0.184
0.0,0.183
0.0,0.183
0.0,0.183
0.0,0.183
0.0,0.184
0.0,0.184
0.0,0.184
0.0,0.185
0.0,0.184
0.0,0.184
0.0,0.184
0.0,0.184
0.0,0.184
0.0,0.184
0.0,0.183
0.0,0.184
0.0,0.184
0.0,0.184
0.0,0.184
0.0,0.183
0.0,0.183
0.0,0.183
0.0,0.182
0.0,0.182
0.0,0.182
0.0,0.182
0.0,0.182
0.0,0.182
0.0,0.182
0.0,0.182
0.0,0.182
0.0,0.181
0.0,0.181
0.0,0.181
0.0,0.181
0.0,0.181
0.0,0.181
0.0,0.18
0.0,0.18
0.0,0.179
0.0,0.178
0.0,0.177
0.0,0.175
0.0,0.172
0.0,0.171
0.0,0.17
0.0,0.166
0.0,0.161
0.0,0.157
0.0,0.152
0.0,0.153
0.0,0.152
0.0,0.151
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.153
0.0,0.158
0.0,0.152
0.0,0.157
0.0,0.177
0.0,0.171
0.0,0.162
0.0,0.157
0.0,0.157
0.0,0.16
0.0,0.164
0.0,0.164
0.0,0.166
0.0,0.168
0.0,0.17
0.0,0.17
0.0,0.168
0.0,0.167
0.0,0.167
0.0,0.165
0.0,0.159
0.0,0.155
0.0,0.153
0.0,0.154
0.0,0.149
0.0,0.144
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
0.0,0.14
