bl_ahd4
279.711731
279.695923
279.580383
279.503448
279.509491
279.525665
279.568298
279.652679
279.643555
279.537537
279.643677
279.746765
279.815186
279.736328
279.624542
279.521362
279.590637
279.589691
279.366852
279.468384
279.585907
279.673218
279.675262
279.657898
279.631653
279.788788
279.621185
279.504333
279.511230
279.443268
279.421204
279.464996
279.607147
279.606903
279.757843
279.528381
279.315155
279.236481
279.238556
279.327972
279.432678
279.481537
279.490967
279.525757
279.373810
279.328491
279.309753
279.348053
279.368866
279.393250
279.393250
279.404785
279.427155
279.367859
279.340668
279.281464
279.208344
279.262054
279.174011
279.184509
279.322449
279.124786
278.967316
278.883301
278.719147
278.865906
279.016022
279.079102
279.110016
279.126282
279.097748
278.922791
278.565796
278.240417
278.158936
278.450897
278.673676
278.716644
278.644714
278.509918
278.507080
278.406067
278.547211
278.463135
278.444763
278.351349
278.489716
278.815887
278.915710
278.665771
278.566803
278.394958
278.335632
278.384521
278.665436
278.665070
278.688019
278.260773
278.116760
278.020325
277.977539
277.930664
277.986053
277.961090
277.980804
277.774963
277.617859
277.563416
277.635773
277.660370
277.690491
277.801666
277.500397
277.552002
277.589691
277.614471
278.130402
278.706421
280.000549
278.088928
277.708710
277.564056
277.696564
278.008820
278.278412
278.560822
278.621307
278.138153
277.668121
277.355713
277.213135
277.140442
277.097687
277.039398
276.908569
276.899902
276.711273
276.521362
276.277008
276.198730
276.164673
276.130829
276.059174
275.838043
275.757111
275.648865
275.517395
275.331604
275.315704
275.243042
275.164215
275.040466
274.906830
274.833191
274.776855
274.720703
274.713287
274.405670
274.172791
274.345062
274.379150
274.310303
274.228485
274.357544
274.600220
274.752930
274.240326
274.046753
274.206726
274.254700
274.157166
274.524994
273.689819
274.404846
274.380920
274.397583
274.383240
274.362762
274.366669
274.333496
274.330200
274.364136
274.328247
274.316406
274.318268
274.263000
274.265961
274.209778
274.192657
274.205566
274.203766
274.168121
274.144684
274.138763
274.082062
274.080078
274.059174
274.074524
274.095459
274.104095
274.126007
274.127625
274.146484
273.992340
274.204559
274.214020
274.221008
274.168610
274.181976
274.196533
274.203613
274.248444
274.116638
274.066284
273.851990
273.907013
274.013947
274.024597
273.994843
273.985016
273.924469
273.967377
273.860474
273.742371
273.808136
273.871307
273.848724
273.852203
273.867676
273.860931
273.879150
273.916931
273.635101
273.717804
273.833740
273.845459
273.608643
273.594086
273.785004
273.842560
274.067535
273.591797
273.738007
273.766968
273.921051
273.880981
273.947998
273.930756
273.924866
273.843811
273.863647
273.830536
273.862823
273.872620
273.829651
273.791229
273.793121
273.778381
273.762848
273.782562
273.794067
273.804626
273.829681
273.621490
273.649475
273.785919
273.843567
273.868469
273.880280
273.779907
273.861511
273.933044
273.475586
273.691711
273.803040
273.833008
273.819397
273.842163
273.756378
273.884552
273.965302
273.839569
273.960938
273.832886
273.789978
273.748047
273.730072
273.729187
273.684692
273.788452
273.522125
273.547577
273.501221
273.731995
273.718689
273.618835
273.675232
273.569366
273.720459
273.885895
273.603546
273.828796
273.726685
273.581268
273.437958
273.715118
273.751038
273.932373
273.768005
273.939178
273.711792
273.713287
273.609833
273.598846
273.629242
273.689178
273.612762
273.572266
273.556213
273.594177
273.529968
273.553802
273.408264
273.268555
273.413940
273.491302
273.505768
273.495880
273.574707
273.614563
273.656647
273.571777
273.493652
273.569000
273.570923
273.614532
273.698639
273.649475
273.639618
273.878571
273.693817
273.820282
273.670258
273.468109
273.431000
273.358612
273.503448
273.367828
273.841339
274.034882
273.573883
273.407898
273.277435
273.383698
273.350525
273.747223
273.286133
273.839478
273.696533
273.681641
273.384735
273.412415
273.476593
273.537384
273.329376
273.591522
273.732635
273.845856
273.720428
273.595306
273.622314
273.603577
273.522919
273.760040
273.296112
273.818756
273.542664
273.482422
273.310150
273.779816
273.625183
273.783539
273.514801
273.454285
273.333344
273.187073
273.199768
273.275085
273.685852
273.726776
273.453369
273.401978
273.362427
273.447449
273.395325
273.048065
273.481720
273.534424
273.451813
273.372437
273.298248
273.587738
273.492706
273.373169
273.393677
273.337433
273.424133
273.587952
273.467224
273.736450
273.861481
274.091064
273.672668
273.426697
273.376648
273.427917
273.161163
273.324310
273.510681
273.552917
273.134735
273.058319
273.017670
272.965485
272.928406
272.898621
272.883698
272.968536
272.952759
272.905365
272.915680
272.930420
272.905090
272.912292
272.901489
