sf_read1
253.057968
253.064362
253.031265
253.026993
253.030228
253.039841
253.025314
253.042252
253.049728
253.057648
253.061127
253.062546
253.012558
253.080475
253.066330
253.059341
253.063370
253.050323
253.058243
253.068161
253.061554
253.054474
253.050659
253.051804
253.046478
253.045868
253.048370
253.049698
253.055313
253.006607
253.036469
253.074478
253.056381
253.066895
253.067917
253.032227
253.041458
253.055634
253.070557
253.065994
253.048660
253.051270
253.059189
253.038986
253.039948
253.036819
253.040741
253.040421
253.043793
253.041550
253.042648
253.018890
253.032974
253.047623
253.032547
253.030624
253.035172
253.041000
253.044235
253.034271
253.034286
253.038574
253.023544
253.023224
253.018829
252.964264
253.031830
253.023499
253.016724
253.022751
253.023148
253.029984
253.027420
253.035751
253.055679
253.021729
253.025650
253.018906
253.016739
253.016922
253.017502
253.017227
253.018723
253.022263
253.009949
253.010880
253.012161
253.013123
253.015030
253.017960
253.018250
253.019638
253.021851
253.010483
253.009689
253.006668
253.001068
253.008026
253.007843
253.010361
253.010788
253.009155
253.008926
253.001633
253.013138
253.005066
252.998749
252.999741
253.008041
253.003860
253.000015
253.004227
252.998886
252.993103
253.008011
252.994995
252.998718
253.002808
253.001450
252.998215
252.998444
253.002502
253.013229
253.008804
253.004044
252.934296
253.000565
252.991714
252.988022
252.989120
253.000977
253.064896
252.994659
252.995148
253.036301
253.012466
253.004395
253.056793
253.008041
253.015198
253.010284
252.997803
253.027725
253.000031
252.993896
253.038895
253.035797
252.982834
252.995453
252.977768
252.979218
253.011063
252.998840
252.999084
252.990372
252.984177
252.980713
252.966095
252.973038
252.973602
252.957596
252.953476
252.979538
252.963425
252.959259
252.959473
252.950241
252.950760
252.961227
252.959976
252.945099
252.971573
252.986038
252.973877
252.973450
252.968613
252.969086
252.993195
252.977936
252.936005
252.971649
252.974976
252.968872
252.965958
252.957550
252.968491
252.924744
252.958710
252.941956
252.947708
252.943527
252.944763
252.961761
252.948059
252.943207
252.994797
252.939438
252.933411
252.933060
252.932098
252.936859
252.934906
252.943375
