bl_ahd2
251.636642
251.679306
251.591156
251.594055
251.601776
251.646469
251.635712
251.641922
251.657028
251.673050
251.703766
251.680923
251.656128
251.732742
251.736130
251.700150
251.700638
251.665527
251.672104
251.697845
251.662170
251.666351
251.655533
251.654404
251.640060
251.637436
251.644424
251.645065
251.668793
251.611099
251.622238
251.675262
251.659302
251.679520
251.712112
251.651581
251.630753
251.654175
251.697556
251.685669
251.677429
251.667694
251.697556
251.672501
251.615997
251.618210
251.626068
251.659500
251.655701
251.635605
251.657516
251.594482
251.611252
251.675598
251.612823
251.587280
251.601486
251.614059
251.632690
251.577789
251.605301
251.621490
251.569931
251.562012
251.562744
251.533691
251.611618
251.580536
251.567444
251.583115
251.578613
251.600830
251.592377
251.607925
251.704147
251.589584
251.578445
251.563751
251.559296
251.561081
251.564850
251.563461
251.577515
251.590302
251.546402
251.551102
251.553223
251.554123
251.559052
251.565384
251.562088
251.569046
251.577423
251.518555
251.520874
251.527817
251.524445
251.537384
251.538040
251.537720
251.533691
251.532806
251.529160
251.520462
251.537674
251.523056
251.513214
251.508011
251.533096
251.533646
251.528320
251.528259
251.512177
251.500015
251.533173
251.509109
251.512238
251.538208
251.530823
251.520966
251.526184
251.534714
251.544998
251.533356
251.509598
251.434479
251.550781
251.544327
251.529999
251.527023
251.537170
251.616699
251.554718
251.560318
251.672058
251.567795
251.540039
251.576462
251.543091
251.553543
251.611984
251.548615
251.621979
251.563217
251.552094
251.649017
251.664810
251.519165
251.535995
251.509079
251.491745
251.537079
251.545273
251.526123
251.531204
251.510330
251.495377
251.481644
251.482590
251.481049
251.490173
251.452271
251.474014
251.463516
251.440643
251.434525
251.416626
251.417068
251.440720
251.447388
251.410660
251.457138
251.447388
251.465057
251.512863
251.496048
251.491470
251.582230
251.544128
251.404327
251.440170
251.450836
251.455185
251.442734
251.398651
251.409515
251.395126
251.443222
251.376999
251.396027
251.385498
251.405899
251.421982
251.428802
251.444305
251.526382
251.404465
251.358017
251.349838
251.345169
251.359222
251.368561
251.394211
251.369324
251.392181
251.364090
251.379120
251.378632
251.391052
251.392059
251.380127
251.368393
251.397659
251.427292
251.375824
251.362747
251.374527
251.299866
251.335510
251.260742
251.213837
251.316345
251.247437
251.224609
251.169540
251.170837
251.223984
251.328949
251.323959
251.326111
251.285507
251.213577
251.177643
251.119461
251.007309
250.948090
251.019333
251.060730
251.083359
251.023666
250.955780
251.028030
251.012894
250.965515
250.989777
251.019974
250.971985
250.962250
251.319733
251.314270
251.230469
251.167099
251.123444
251.030289
251.026794
251.130478
251.255234
251.190689
251.039200
250.971924
250.938721
250.916733
250.889053
250.909103
250.853455
250.902115
250.856827
250.785156
250.759247
250.766724
250.792084
250.724869
250.845886
250.799698
250.757126
250.778107
250.793381
250.980072
251.289078
251.833862
251.133667
251.030472
250.975449
250.985748
251.035400
251.041199
251.102692
251.198593
251.023911
250.820953
250.701508
250.691238
250.635849
250.610764
250.600128
250.567047
250.589539
250.526825
250.454346
250.347580
250.333740
250.400345
250.400330
250.315674
250.387375
250.209396
250.184158
250.083481
250.140488
250.080841
250.053421
250.033539
249.998138
249.994965
249.978592
249.937576
249.906662
249.878326
249.735794
249.692368
249.792053
249.756897
249.666351
249.620026
249.722595
249.685120
249.610291
249.454620
249.507782
249.480774
249.493332
249.501602
249.624847
249.760223
249.760254
249.689514
249.745285
249.685883
249.645126
249.654037
249.667206
249.740265
249.788239
249.794235
249.711929
249.706284
249.678650
249.687881
249.655380
249.684555
249.672836
249.654617
249.621033
