sf_read1
0.203754
0.201906
0.201523
0.202372
0.203406
0.203429
0.214380
0.201945
0.199242
0.200319
0.199998
0.205295
0.202446
0.201845
0.198860
0.202831
0.200964
0.197554
0.197188
0.197421
0.202066
0.198956
0.203535
0.201932
0.196598
0.197066
0.195374
0.199342
0.194758
0.195831
0.190280
0.206111
0.202155
0.198478
0.199517
0.198040
0.202100
0.197796
0.198061
0.198296
0.198295
0.197093
0.191163
0.194396
0.198399
0.197816
0.197125
0.196878
0.196562
0.196128
0.197178
0.200495
0.196946
0.196086
0.195100
0.194615
0.194714
0.194951
0.195047
0.195524
0.195868
0.195846
0.195982
0.195920
0.195106
0.193628
0.193701
0.193745
0.193919
0.193757
0.193667
0.193670
0.193547
0.193132
0.193137
0.193130
0.193136
0.193143
0.192860
0.192787
0.192916
0.192761
0.192734
0.196778
0.192488
0.193801
0.193710
0.192923
0.191421
0.190620
0.189614
0.189789
0.200349
0.192221
0.193218
0.193443
0.192486
0.191203
0.191083
0.193316
0.191626
0.192049
0.198420
0.191751
0.190174
0.190962
0.189723
0.186200
0.200295
0.188511
0.206616
0.229488
0.196964
0.193040
0.237905
0.192585
0.193783
0.198594
0.191867
0.194491
0.192312
0.189526
0.194095
0.198137
0.192538
0.193516
0.189157
0.188919
0.186628
0.193713
0.186731
0.188027
0.184988
0.182775
0.187900
0.186018
0.188522
0.195847
0.191511
0.192450
0.188416
0.186990
0.186493
0.186033
0.185559
0.185903
0.192949
0.191112
0.192163
0.187250
0.184753
0.186684
0.187333
0.185147
0.231999
0.183394
0.207033
0.206386
0.188413
0.189416
0.187649
0.189188
0.190884
0.220477
0.189026
0.189838
0.188872
0.188106
0.195560
0.191866
0.188652
0.186627
0.187768
0.187222
0.187125
0.186929
0.186788
0.187107
0.187924
0.189154
0.187258
0.186148
0.186805
0.187684
0.186155
0.188185
0.188811
0.195615
0.189725
0.192654
0.195526
0.186148
0.187618
0.187152
0.184549
0.185657
0.189048
0.186224
0.192936
0.190882
0.188375
0.189786
0.194237
0.206351
0.189759
0.196246
0.199109
0.191961
0.191890
0.200361
0.201289
0.191994
0.189973
0.184181
0.184503
0.184638
0.188974
0.195974
0.189813
0.183285
0.195181
0.180151
0.182885
0.182463
0.177744
0.183898
0.177402
0.194565
0.183073
0.185785
0.179804
0.179427
0.179574
0.181583
0.180240
0.183134
0.180150
0.178504
0.178093
0.178216
0.179135
0.185773
0.184236
0.183433
0.180464
0.178540
0.182010
0.179702
0.184464
0.180107
0.182474
0.177281
0.176637
0.176102
0.179154
0.196362
0.239892
0.187678
0.177785
0.177003
0.176125
0.176051
0.168579
0.178095
0.188801
0.177408
0.175324
0.168614
0.166685
0.165517
0.162680
0.159744
0.155666
0.155601
0.152528
0.147903
0.139543
