sf_read1
0.213799
0.220922
0.206885
0.207107
0.207765
0.218041
0.209324
0.208546
0.204319
0.209796
0.209436
0.206071
0.164776
0.211418
0.220319
0.215085
0.211870
0.211653
0.215212
0.218578
0.214883
0.208375
0.208379
0.207867
0.206738
0.206441
0.207206
0.205755
0.206976
0.162724
0.207412
0.215053
0.207024
0.211280
0.209192
0.211602
0.206118
0.208182
0.226287
0.218223
0.207674
0.209291
0.206081
0.212895
0.207221
0.199929
0.198810
0.206655
0.212011
0.211067
0.193730
0.205164
0.210047
0.212503
0.213816
0.203315
0.205649
0.204722
0.203973
0.196409
0.203353
0.203588
0.199081
0.204326
0.207145
0.167718
0.208559
0.204800
0.208051
0.207160
0.206860
0.208425
0.208899
0.210562
0.228318
0.203040
0.203970
0.204134
0.202954
0.203465
0.202902
0.201619
0.202290
0.200934
0.200841
0.200710
0.200366
0.199629
0.199398
0.199447
0.199044
0.201509
0.201866
0.198368
0.199145
0.202186
0.203690
0.203419
0.204019
0.202180
0.200377
0.199993
0.198035
0.199364
0.201019
0.201078
0.177594
0.197285
0.207303
0.202367
0.201766
0.201170
0.199464
0.196376
0.198690
0.194590
0.198904
0.199127
0.198605
0.199128
0.198409
0.199086
0.197093
0.199996
0.193839
0.157634
0.201783
0.200330
0.197692
0.198711
0.197496
0.293225
0.187420
0.226707
0.211579
0.198362
0.207147
0.279225
0.199133
0.210710
0.224073
0.205735
0.211804
0.171682
0.203432
0.237866
0.235552
0.193551
0.181345
0.192677
0.195854
0.197344
0.193501
0.191981
0.193000
0.190143
0.195228
0.192638
0.197291
0.196864
0.187140
0.193119
0.204418
0.191062
0.189930
0.189776
0.191602
0.191810
0.192229
0.200458
0.172409
0.185016
0.195038
0.205095
0.208655
0.204563
0.197099
0.171533
0.204226
0.178406
0.194172
0.190896
0.194217
0.145744
0.185742
0.188752
0.177167
0.190040
0.192267
0.191836
0.185370
0.186304
0.196224
0.198950
0.201568
0.221545
0.191856
0.191747
0.192120
0.192495
0.191848
0.192040
0.192808
0.191187
0.190169
0.192220
0.192053
0.190745
0.192599
0.190983
0.174372
0.190308
0.196946
0.181199
0.185827
0.186964
0.180943
0.180602
0.184845
0.182305
0.180223
0.183401
0.177293
0.174155
0.165731
0.148764
0.171067
0.184676
0.188307
0.187106
0.184223
0.195139
0.186337
0.164690
0.159821
0.157829
0.181739
0.181454
0.181440
0.176001
0.153940
0.182129
0.189169
0.203449
0.185972
0.182083
0.185759
0.164128
0.231034
0.192723
0.194089
0.188071
0.190523
0.178604
0.188610
0.199853
0.189361
0.184856
0.177711
0.182016
0.180613
0.180354
0.179657
0.178886
0.169201
0.178989
0.179905
0.177871
0.177956
0.172848
0.178242
0.187471
0.184670
0.177452
0.186539
0.186866
0.197834
0.221077
0.278738
0.630989
0.174332
0.176037
0.181739
0.186076
0.186352
0.180753
0.182449
0.212032
0.194743
0.174826
0.170668
0.170332
0.168674
0.164952
0.165407
0.154976
0.162438
0.161186
0.156775
0.145044
0.152007
0.149916
0.147412
0.140888
0.130524
0.136342
0.130641
0.130285
0.125402
0.124536
0.122767
0.120590
0.117417
0.110731
0.110477
0.109133
0.109662
0.109259
0.081903
0.086392
0.103883
0.099838
0.102119
0.102518
0.046270
0.116309
0.099776
0.103861
0.101935
0.103937
0.107814
0.108414
0.120361
0.117558
0.113375
0.119647
0.114909
0.115796
0.114920
0.114371
0.113953
0.113827
0.114449
0.107301
0.110089
0.110069
0.107930
0.108763
0.106900
0.107723
0.110683
0.109988
0.109876
0.109665
0.109599
0.107777
0.109532
0.112373
0.113307
0.114841
0.115199
0.115461
0.113441
0.114322
0.106595
0.124029
0.120028
0.117347
0.116840
0.117965
0.117794
0.118979
0.117804
0.110926
0.100774
0.100355
0.109357
0.108247
0.106507
0.105328
0.104760
0.103791
0.105651
0.101426
0.100667
0.109797
0.111209
0.110331
