00:00:00 2005-11-17,7.209,4.0,251.581,4.0,nan,nan,Intentionally blank
00:00:00 2005-11-18,7.191,4.0,251.59900000000002,4.0,nan,nan,Intentionally blank
00:00:00 2005-11-19,7.182,4.0,251.608,4.0,nan,nan,Intentionally blank
00:00:00 2005-11-20,7.19,4.0,251.6,4.0,nan,nan,Intentionally blank
00:00:00 2005-11-21,7.195,4.0,251.595,4.0,nan,nan,Intentionally blank
00:00:00 2005-11-22,7.199,4.0,251.59099999999998,4.0,nan,nan,Intentionally blank
00:00:00 2005-11-23,7.2,4.0,251.59,4.0,nan,nan,Intentionally blank
00:00:00 2005-11-24,7.1979999999999995,4.0,251.593,4.0,nan,nan,Intentionally blank
00:00:00 2005-11-25,7.175,4.0,251.615,4.0,nan,nan,Intentionally blank
00:00:00 2005-11-26,7.167999999999999,4.0,251.622,4.0,nan,nan,Intentionally blank
00:00:00 2005-11-27,7.138999999999999,4.0,251.65099999999998,4.0,nan,nan,Intentionally blank
00:00:00 2005-11-28,7.159,4.0,251.63099999999997,4.0,nan,nan,Intentionally blank
00:00:00 2005-11-29,7.16,4.0,251.63,4.0,nan,nan,Intentionally blank
00:00:00 2005-11-30,7.165,4.0,251.625,4.0,nan,nan,Intentionally blank
00:00:00 2005-12-01,7.162999999999999,4.0,251.627,4.0,nan,nan,Intentionally blank
00:00:00 2005-12-02,7.149,4.0,251.641,4.0,nan,nan,Intentionally blank
00:00:00 2005-12-03,7.146,4.0,251.644,4.0,nan,nan,Intentionally blank
00:00:00 2005-12-04,7.151,4.0,251.639,4.0,nan,nan,Intentionally blank
00:00:00 2005-12-05,7.154,4.0,251.636,4.0,nan,nan,Intentionally blank
00:00:00 2005-12-06,7.152,4.0,251.638,4.0,nan,nan,Intentionally blank
00:00:00 2005-12-07,7.165,4.0,251.625,4.0,nan,nan,Intentionally blank
00:00:00 2005-12-08,7.1739999999999995,4.0,251.61599999999999,4.0,nan,nan,Intentionally blank
00:00:00 2005-12-09,7.178,4.0,251.612,4.0,nan,nan,Intentionally blank
00:00:00 2005-12-10,7.184,4.0,251.606,4.0,nan,nan,Intentionally blank
00:00:00 2005-12-11,7.188,4.0,251.602,4.0,nan,nan,Intentionally blank
00:00:00 2005-12-12,7.175,4.0,251.615,4.0,nan,nan,Intentionally blank
00:00:00 2005-12-13,7.172000000000001,4.0,251.618,4.0,nan,nan,Intentionally blank
00:00:00 2005-12-14,7.183,4.0,251.607,4.0,nan,nan,Intentionally blank
00:00:00 2005-12-15,7.19,4.0,251.6,4.0,nan,nan,Intentionally blank
00:00:00 2005-12-16,7.149,4.0,251.641,4.0,nan,nan,Intentionally blank
00:00:00 2005-12-17,7.11,4.0,251.68,4.0,nan,nan,Intentionally blank
00:00:00 2005-12-18,7.138999999999999,4.0,251.65099999999998,4.0,nan,nan,Intentionally blank
00:00:00 2005-12-19,7.147,4.0,251.643,4.0,nan,nan,Intentionally blank
00:00:00 2005-12-20,7.159,4.0,251.63099999999997,4.0,nan,nan,Intentionally blank
00:00:00 2005-12-21,7.16,4.0,251.63,4.0,nan,nan,Intentionally blank
00:00:00 2005-12-22,7.156000000000001,4.0,251.63400000000001,4.0,nan,nan,Intentionally blank
00:00:00 2005-12-23,7.1579999999999995,4.0,251.632,4.0,nan,nan,Intentionally blank
00:00:00 2005-12-24,7.154,4.0,251.636,4.0,nan,nan,Intentionally blank
00:00:00 2005-12-25,7.162999999999999,4.0,251.627,4.0,nan,nan,Intentionally blank
