56753,54021,2009-02-17,42.2,1,401,Batch Update,2021-01-31
56754,54021,2009-02-18,1.4,1,401,Batch Update,2021-01-31
56755,54021,2009-02-19,12.0,1,401,Batch Update,2021-01-31
56756,54021,2009-02-22,20.0,1,401,Batch Update,2021-01-31
56757,54021,2009-03-15,4.0,1,401,Batch Update,2021-01-31
56758,54021,2009-03-31,4.0,1,401,Batch Update,2021-01-31
56759,54021,2009-04-01,9.0,1,401,Batch Update,2021-01-31
56760,54021,2009-04-02,21.2,1,401,Batch Update,2021-01-31
56761,54021,2009-04-04,13.8,1,401,Batch Update,2021-01-31
56762,54021,2009-04-05,33.0,1,401,Batch Update,2021-01-31
56763,54021,2009-04-13,26.2,1,401,Batch Update,2021-01-31
56764,54021,2009-04-14,8.4,1,401,Batch Update,2021-01-31
56765,54021,2009-04-15,4.0,1,401,Batch Update,2021-01-31
56766,54021,2009-05-19,14.0,1,401,Batch Update,2021-01-31
56767,54021,2009-05-20,33.0,1,401,Batch Update,2021-01-31
56768,54021,2009-05-21,8.0,1,401,Batch Update,2021-01-31
56769,54021,2009-05-29,3.6,1,401,Batch Update,2021-01-31
56770,54021,2009-06-02,2.4,1,401,Batch Update,2021-01-31
56771,54021,2009-06-04,7.0,1,401,Batch Update,2021-01-31
56772,54021,2009-06-07,9.0,1,401,Batch Update,2021-01-31
56773,54021,2009-06-09,1.2,1,401,Batch Update,2021-01-31
56774,54021,2009-06-15,2.0,1,401,Batch Update,2021-01-31
56775,54021,2009-06-20,2.0,1,401,Batch Update,2021-01-31
56776,54021,2009-06-21,5.0,1,401,Batch Update,2021-01-31
56777,54021,2009-06-22,16.6,1,401,Batch Update,2021-01-31
56778,54021,2009-06-28,10.0,2,401,Batch Update,2021-01-31
56779,54021,2009-07-13,5.0,1,401,Batch Update,2021-01-31
56780,54021,2009-07-14,2.0,1,401,Batch Update,2021-01-31
56781,54021,2009-07-15,10.0,1,401,Batch Update,2021-01-31
56782,54021,2009-07-16,7.2,1,401,Batch Update,2021-01-31
56783,54021,2009-07-23,15.0,1,401,Batch Update,2021-01-31
56784,54021,2009-08-30,14.0,1,401,Batch Update,2021-01-31
56785,54021,2009-09-04,6.0,1,401,Batch Update,2021-01-31
56786,54021,2009-09-05,6.0,1,401,Batch Update,2021-01-31
56787,54021,2009-09-08,15.6,1,401,Batch Update,2021-01-31
56788,54021,2009-09-22,12.0,1,401,Batch Update,2021-01-31
56789,54021,2009-09-23,13.0,1,401,Batch Update,2021-01-31
56790,54021,2009-10-03,4.0,1,401,Batch Update,2021-01-31
56791,54021,2009-10-12,5.0,1,401,Batch Update,2021-01-31
56792,54021,2009-10-13,1.0,1,401,Batch Update,2021-01-31
56793,54021,2009-10-26,1.4,1,401,Batch Update,2021-01-31
56794,54021,2009-10-27,55.0,1,401,Batch Update,2021-01-31
56795,54021,2009-10-28,1.0,1,401,Batch Update,2021-01-31
56796,54021,2009-10-30,8.0,1,401,Batch Update,2021-01-31
56797,54021,2009-10-31,16.0,1,401,Batch Update,2021-01-31
56798,54021,2009-11-06,1.0,1,401,Batch Update,2021-01-31
56799,54021,2009-11-07,5.0,1,401,Batch Update,2021-01-31
56800,54021,2009-11-08,6.6,1,401,Batch Update,2021-01-31
56801,54021,2009-11-13,2.6,1,401,Batch Update,2021-01-31
56802,54021,2009-11-27,3.2,4,401,Batch Update,2021-01-31
56803,54021,2009-12-09,1.6,1,401,Batch Update,2021-01-31
56804,54021,2010-02-04,2.5,1,401,Batch Update,2021-01-31
56805,54021,2010-02-25,15.6,1,401,Batch Update,2021-01-31
56806,54021,2010-05-22,2.2,1,401,Batch Update,2021-01-31
56807,54021,2010-09-25,8.0,1,401,Batch Update,2021-01-31
56808,54021,2010-11-02,25.0,1,401,Batch Update,2021-01-31
56809,54021,2010-11-08,11.0,4,401,Batch Update,2021-01-31
56810,54021,2010-11-16,68.0,5,401,Batch Update,2021-01-31
56811,54021,2010-11-17,6.0,1,401,Batch Update,2021-01-31
56812,54021,2010-11-19,21.2,1,401,Batch Update,2021-01-31
56813,54021,2010-11-30,31.0,1,401,Batch Update,2021-01-31
56814,54021,2010-12-02,30.0,1,401,Batch Update,2021-01-31
56815,54021,2010-12-04,15.0,2,401,Batch Update,2021-01-31
56816,54021,2010-12-05,2.4,1,401,Batch Update,2021-01-31
56817,54021,2010-12-06,18.0,1,401,Batch Update,2021-01-31
56818,54021,2010-12-07,5.4,1,401,Batch Update,2021-01-31
56819,54021,2010-12-10,41.0,1,401,Batch Update,2021-01-31
56820,54021,2010-12-11,23.0,1,401,Batch Update,2021-01-31
56821,54021,2010-12-16,10.0,1,401,Batch Update,2021-01-31
56822,54021,2010-12-26,10.0,1,401,Batch Update,2021-01-31
56823,54021,2011-01-04,29.0,1,401,Batch Update,2021-01-31
56824,54021,2011-01-08,2.0,1,401,Batch Update,2021-01-31
